learning_rate,depth,cat_mvs_fraction,rsm,l2_leaf_reg,min_data_in_leaf,val_mse,best_n_estimators,selected,security,horizon,fold,regime,scheme
0.01,4,0.8,0.8,1.0,1,0.01280679611638306,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,0.8,1.0,5,0.01280679611638306,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,0.8,5.0,1,0.01280356811264265,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,0.8,5.0,5,0.01280356811264265,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,0.8,10.0,1,0.012804520641756783,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,0.8,10.0,5,0.012804520641756783,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,1.0,1.0,1,0.012791941795078879,4,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,1.0,1.0,5,0.012791941795078879,4,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,1.0,5.0,1,0.012804341566637928,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,1.0,5.0,5,0.012804341566637928,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,1.0,10.0,1,0.012804764472872512,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,0.8,1.0,10.0,5,0.012804764472872512,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,0.8,1.0,1,0.012845793924671143,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,0.8,1.0,5,0.012845793924671143,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,0.8,5.0,1,0.012834590823481843,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,0.8,5.0,5,0.012834590823481843,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,0.8,10.0,1,0.012800823881321425,7,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,0.8,10.0,5,0.012800823881321425,7,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,1.0,1.0,1,0.012832439449047772,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,1.0,1.0,5,0.012832439449047772,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,1.0,5.0,1,0.012828176719045034,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,1.0,5.0,5,0.012828176719045034,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,1.0,10.0,1,0.01281176038898206,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,4,1.0,1.0,10.0,5,0.01281176038898206,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,0.8,1.0,1,0.012877198477299423,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,0.8,1.0,5,0.012877198477299423,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,0.8,5.0,1,0.012866117280614724,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,0.8,5.0,5,0.012866117280614724,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,0.8,10.0,1,0.012858945217606658,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,0.8,10.0,5,0.012858945217606658,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,1.0,1.0,1,0.012813925516561117,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,1.0,1.0,5,0.012813925516561117,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,1.0,5.0,1,0.012819491509935815,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,1.0,5.0,5,0.012819491509935815,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,1.0,10.0,1,0.012827113589224828,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,0.8,1.0,10.0,5,0.012827113589224828,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,0.8,1.0,1,0.012857433238184834,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,0.8,1.0,5,0.012857433238184834,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,0.8,5.0,1,0.012834076751170837,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,0.8,5.0,5,0.012834076751170837,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,0.8,10.0,1,0.012836717120920906,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,0.8,10.0,5,0.012836717120920906,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,1.0,1.0,1,0.012854990167052173,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,1.0,1.0,5,0.012854990167052173,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,1.0,5.0,1,0.01279606809519366,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,1.0,5.0,5,0.01279606809519366,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,1.0,10.0,1,0.01279841727177581,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.01,6,1.0,1.0,10.0,5,0.01279841727177581,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,0.8,1.0,1,0.012738379352772958,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,0.8,1.0,5,0.012738379352772958,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,0.8,5.0,1,0.012727377779497746,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,0.8,5.0,5,0.012727377779497746,2,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,0.8,10.0,1,0.01273888523030239,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,0.8,10.0,5,0.01273888523030239,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,1.0,1.0,1,0.012744361668982856,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,1.0,1.0,5,0.012744361668982856,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,1.0,5.0,1,0.012728752364410468,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,1.0,5.0,5,0.012728752364410468,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,1.0,10.0,1,0.012730672128139874,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,0.8,1.0,10.0,5,0.012730672128139874,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,0.8,1.0,1,0.01294608808840388,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,0.8,1.0,5,0.01294608808840388,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,0.8,5.0,1,0.012881976445761372,7,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,0.8,5.0,5,0.012881976445761372,7,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,0.8,10.0,1,0.012857665213368645,7,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,0.8,10.0,5,0.012857665213368645,7,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,1.0,1.0,1,0.012690903809145905,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,1.0,1.0,5,0.012690903809145905,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,1.0,5.0,1,0.012719963958387401,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,1.0,5.0,5,0.012719963958387401,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,1.0,10.0,1,0.012710319104135174,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,4,1.0,1.0,10.0,5,0.012710319104135174,5,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,6,0.8,0.8,1.0,1,0.013098301741639508,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,6,0.8,0.8,1.0,5,0.013098301741639508,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,6,0.8,0.8,5.0,1,0.013039311966545104,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,6,0.8,0.8,5.0,5,0.013039311966545104,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,6,0.8,0.8,10.0,1,0.013001696999730977,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,6,0.8,0.8,10.0,5,0.013001696999730977,1,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,6,0.8,1.0,1.0,1,0.012631994981177489,3,False,NOR_10Y,21,GFC,GFC,walk_forward
0.05,6,0.8,1.0,1.0,5,0.012631994981177489,3,False,NOR_10Y,21,GFC,GFC,walk_forward
