security,horizon,fold,regime,scheme,feature,importance_type,value,bucket
NOR_10Y,1,Block_GFC,GFC,block_cv,chg_lag1,PredictionValuesChange,0.0,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,chg_lag2,PredictionValuesChange,0.2992338881765628,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,chg_lag3,PredictionValuesChange,0.0,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,chg_lag4,PredictionValuesChange,0.6889054383392454,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,chg_lag5,PredictionValuesChange,0.847761322567406,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,carry_roll,PredictionValuesChange,1.0162820464550468,carry_roll
NOR_10Y,1,Block_GFC,GFC,block_cv,mom_63d,PredictionValuesChange,0.4829184529037612,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,mom_1m,PredictionValuesChange,1.4447538143148115,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,mom_3m,PredictionValuesChange,1.4113646758560603,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,mom_6m,PredictionValuesChange,2.791542187089983,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,mom_12m,PredictionValuesChange,1.3646454368586338,momentum
NOR_10Y,1,Block_GFC,GFC,block_cv,dev_ma_3m,PredictionValuesChange,1.2326932082176028,curve
NOR_10Y,1,Block_GFC,GFC,block_cv,dev_ma_12m,PredictionValuesChange,0.9929737597577615,curve
NOR_10Y,1,Block_GFC,GFC,block_cv,vol_20d,PredictionValuesChange,1.2196962968201017,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,vol_regime,PredictionValuesChange,0.0,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,vol_zscore,PredictionValuesChange,0.9868938082216417,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,level_zscore,PredictionValuesChange,0.8897487294795148,curve
NOR_10Y,1,Block_GFC,GFC,block_cv,slope_10_1,PredictionValuesChange,0.33521196449050117,curve
NOR_10Y,1,Block_GFC,GFC,block_cv,slope_10_5,PredictionValuesChange,1.0182502646771452,curve
NOR_10Y,1,Block_GFC,GFC,block_cv,slope_5_1,PredictionValuesChange,0.5906636052014717,curve
NOR_10Y,1,Block_GFC,GFC,block_cv,sofr_mom_1m,PredictionValuesChange,5.538562763051719,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,ibor_level,PredictionValuesChange,1.3103030673290217,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,ibor_chg_1d,PredictionValuesChange,0.14489416840253483,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,ibor_mom_1m,PredictionValuesChange,0.3245615835363581,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,ibor_term_slope,PredictionValuesChange,2.679442028427246,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,swap_ibor_basis,PredictionValuesChange,1.3091281116520386,curve
NOR_10Y,1,Block_GFC,GFC,block_cv,move_level,PredictionValuesChange,0.8208008753970804,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,move_zscore,PredictionValuesChange,1.4740647670749787,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,vix_level,PredictionValuesChange,0.3013666701953108,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,vix_zscore,PredictionValuesChange,0.0,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,v2x_level,PredictionValuesChange,0.8941297468276448,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,vxn_level,PredictionValuesChange,0.0,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,ovx_level,PredictionValuesChange,0.09715920123870724,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,gvz_level,PredictionValuesChange,0.05390710999832145,vol
NOR_10Y,1,Block_GFC,GFC,block_cv,spx_mom_1m,PredictionValuesChange,1.5421568291025294,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,spx_mom_3m,PredictionValuesChange,0.4485658117561286,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,sx5e_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,sx5e_mom_3m,PredictionValuesChange,0.0,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,mxwo_mom_1m,PredictionValuesChange,0.8137044380709927,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,ndx_mom_1m,PredictionValuesChange,1.0541975946719444,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,oil_mom_1m,PredictionValuesChange,3.656128793535969,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,oil_mom_3m,PredictionValuesChange,1.3534609665456128,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,copper_mom_1m,PredictionValuesChange,0.3048497744498109,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,opec_prod,PredictionValuesChange,0.837846109200684,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,natgas_mom_1m,PredictionValuesChange,1.6112700741202222,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,be5y_level,PredictionValuesChange,2.091148773613329,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,be10y_level,PredictionValuesChange,0.17629999156067494,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,be_slope,PredictionValuesChange,0.7689545707223713,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,be5y_chg_1m,PredictionValuesChange,0.2646596471582286,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,ig_spread,PredictionValuesChange,0.37337429200815203,credit
NOR_10Y,1,Block_GFC,GFC,block_cv,hy_spread,PredictionValuesChange,0.24852749095060445,credit
NOR_10Y,1,Block_GFC,GFC,block_cv,ig_chg_1m,PredictionValuesChange,0.03125533581349555,credit
NOR_10Y,1,Block_GFC,GFC,block_cv,hy_chg_1m,PredictionValuesChange,0.0739774944978284,credit
NOR_10Y,1,Block_GFC,GFC,block_cv,cpi_yoy,PredictionValuesChange,3.7621493501013363,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,pce_core_chg,PredictionValuesChange,0.0,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,nfp_change,PredictionValuesChange,1.4596964644989296,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,pmi_us,PredictionValuesChange,1.1745915273553307,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,pmi_eur,PredictionValuesChange,0.0,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,unemp_eur,PredictionValuesChange,0.12017842845031136,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,cpi_nsa_level,PredictionValuesChange,0.0,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,pce_core_level,PredictionValuesChange,0.0,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,eur_3m,PredictionValuesChange,1.2788923900370095,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,eur_1w,PredictionValuesChange,1.701932518967779,macro
NOR_10Y,1,Block_GFC,GFC,block_cv,nor_ibor_1m,PredictionValuesChange,1.0770147638797276,norway
