notebook,run_ts,model_kind,is_pooled,validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,cat_n_trees,cat_depth,cat_lr
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,train,84ec4f75f634,108,63,909,0.8679867986798679,1.0,0.7324940085349272,0.024530881502764897,0.09170303134213421,0.12438147318040475,0.7324965037279652,2.5663053453181113,0.005139414972468059,2.432463972507773,0.00759437489221188,22.34891816326694,0.0,1.164054490454222e-121,14,12,0.7831158331941945,28,6,0.05
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,oos,84ec4f75f634,108,63,625,0.4992,1.0,-0.16548109819201584,0.061757271525851955,0.057620139784000005,0.19730826721484362,-0.07180009901678086,-0.3946713169208678,0.6534572631641755,-0.9901887993496383,0.8387671780138803,3.0373290664093693,0.0011934236694296496,0.5318771476968942,10,12,0.7831158331941945,28,6,0.05
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,train,763e169ac0f0,108,63,1538,0.8901170351105332,1.0,0.8962151937294676,0.007832233784490526,0.0766523305526658,0.06894563558699116,0.897821322221779,3.467355214279805,0.00026280340567907956,3.5017322610519144,0.00023773334830093178,30.94216957144935,0.0,7.49348288131387e-234,24,12,0.7380947084243954,71,4,0.1
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,oos,763e169ac0f0,108,63,1008,0.558531746031746,1.0,-0.013819133349921575,0.06035290623224535,0.06297043302579365,0.20216276474281375,0.04156755270328405,1.689855868906909,0.045527766119374924,0.6316841287356373,0.26386833458544895,5.0525568971204855,2.1796721705324984e-07,0.00011256637914220234,16,12,0.7380947084243954,71,4,0.1
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,train,84edcb2a943d,108,63,2542,0.8516915814319433,1.0,0.6542470577516226,0.02376074844942743,0.0707628983988985,0.12388612691877154,0.6642202483639748,3.8714669166601468,5.4091170996639626e-05,4.074300043861769,2.378362632578366e-05,35.33402736728661,0.0,4.182475578369011e-304,40,12,0.7361971162064033,17,6,0.1
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,oos,84edcb2a943d,108,63,782,0.5370843989769821,1.0,-0.4763758677834533,0.04810339013481792,0.03266297895140665,0.17034884000888018,-0.47271901336318,-0.15493558175639166,0.561563948923868,-1.9468383604291848,0.9740438605490975,0.7241216432578639,0.23449552914415595,0.02072490706170111,12,12,0.7361971162064033,17,6,0.1
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,train,49d18d8e77f2,108,63,3324,0.5716004813477737,1.0,0.06164855983874917,0.05708841946269049,0.06192945618231047,0.1858728182954318,0.07817017971817386,2.689470920858327,0.0035782690930868943,2.182912196597945,0.014556017394537147,,,7.742789098913292e-17,53,12,0.7238366695632182,1,6,0.1
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,oos,49d18d8e77f2,108,63,541,0.40850277264325324,1.0,-0.04360805074273988,0.12404174661183363,0.12014267273567465,0.2797143363579712,-0.03245369682042387,-0.39872193574141707,0.6549509485041373,-0.5488306565084614,0.7083257410783912,,,0.9999918763163261,9,12,0.7238366695632182,1,6,0.1
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,train,acbe736300e8,108,63,3854,0.5550077841203944,1.0,0.007416317854360366,0.06724594039419196,0.06854568723144784,0.20062221192070226,0.01896175951766621,1.3514487664103263,0.08827586061996229,0.8271566130876995,0.204099761307556,,,4.537928298327127e-12,61,12,0.7144631611342906,1,6,0.01
catboost_v5,2026-06-29T16:53:50.103739+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,oos,acbe736300e8,108,63,1076,0.3243494423791822,1.0,-0.13988706500663683,0.1273194721107775,0.12086317765799258,0.2805406065719417,-0.05341820873727432,-1.6243783579816062,0.9478524584626979,-1.784639466333071,0.9626991281690589,,,1.0,17,12,0.7144631611342906,1,6,0.01
