validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,notebook,run_ts,model_kind,is_pooled,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,htb_ntrees,htb_depth
block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,train,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,3113,0.5666559588821073,1.0,0.08143574560691591,0.1710396245369205,0.18756373777706395,0.32711361533821615,0.0880986561474042,2.063566758284207,0.019529406045779796,1.8304956964462793,0.03363571746312835,8.064644117470465,3.3306690738754696e-16,5.392074812494296e-14,25,12,0.7721790863031673,4,1
block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,oos,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,1401,0.3468950749464668,1.0,-0.13347193510985167,0.20115264334859417,0.18991095796573876,0.33599407257245195,-0.05919450622161304,-1.2860131349410813,0.9007807611745662,-1.2032103123641098,0.8854508150271159,-11.960799601320879,1.0,1.0,11,12,0.7721790863031673,4,1
block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,train,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,2659,0.5468221135765325,1.0,0.018015393107031374,0.2079238387710122,0.21575749130312144,0.35851413382463726,0.03630767341980079,1.3586452298836846,0.08712951769656763,0.8531945039465256,0.19681416377501637,,,7.442849249934717e-07,21,12,0.7387329228625453,1,1
block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,oos,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,1793,0.3485778025655326,1.0,-0.19409583191733937,0.1372141134346457,0.12224848029559396,0.29921895379369245,-0.12241978880117932,-1.3420161485410207,0.9102046201387837,-1.7921236570856791,0.9633590972826199,,,1.0,14,12,0.7387329228625453,1,1
block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,train,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,3902,0.5676576114812917,1.0,0.019635473910074253,0.14683797802700677,0.15065395103408508,0.2936278356255611,0.025329392165858056,1.5174632390962952,0.06457488399468014,1.0336284234491864,0.1506869896244211,,,1.4650391098838478e-17,31,12,0.7357359082936076,1052,2
block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,oos,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,541,0.26247689463955637,1.0,-0.20229600868065356,0.31921290931653856,0.3026966992236599,0.4556104300887426,-0.05456356192597589,-1.0787712416031776,0.8596551410103528,-0.9504822271289439,0.8288537586297622,,,1.0,4,12,0.7357359082936076,1052,2
block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,train,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,3653,0.6014234875444839,1.0,1.1218846125204962e-05,0.15899499584369797,0.16359072839720776,0.3027906597757189,0.02809286686682566,1.2864623191008566,0.0991408806204005,0.6212616491571293,0.26723312846630937,,,5.401773902711937e-35,29,12,0.7199836912803596,2,5
block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,oos,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,1023,0.33724340175953077,1.0,-0.27234143151979806,0.2377503220603751,0.21176538569892472,0.3946082884727802,-0.12270625001195512,-1.7845547055365925,0.9628332130544086,-1.9018284406468313,0.9712627226645066,,,1.0,8,12,0.7199836912803596,2,5
block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,train,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,3106,0.6049581455247908,1.0,0.06721516450374276,0.1534963074146899,0.16511919729240182,0.31026589645270025,0.07039090589284724,1.991157765463953,0.023231772716856613,1.673451843304452,0.04716955338551093,11.848549426593095,0.0,4.7934638554795466e-32,25,12,0.7722120185398166,526,1
block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,oos,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,1389,0.4607631389488841,1.0,-0.10195758625328666,0.17428991920280526,0.1628973290136789,0.31268164834883927,-0.06993724364976961,-1.1887733866328547,0.8827355733508271,-1.199252154777995,0.8846827012730676,-0.5603580994682075,0.7123823972191808,0.9984257773815379,11,12,0.7722120185398166,526,1
block_cv,level_change,NOR_15Y,NOR,15Y,Block_ZIRP,ZIRP,train,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,2611,0.570662581386442,1.0,0.01277458203523929,0.17341466778083653,0.18043857898506319,0.32659507601698984,0.03892688162218405,1.381545614191059,0.08355563143430822,0.7780475487813434,0.21830575276316902,,,2.7239485649038946e-13,21,12,0.7394296034345207,1,1
block_cv,level_change,NOR_15Y,NOR,15Y,Block_ZIRP,ZIRP,oos,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,1811,0.3451131971286582,1.0,-0.2716422903070421,0.13405835090153148,0.11418563780242959,0.29372385634277026,-0.17403863989871282,-1.56919871410154,0.9416991781171037,-2.0194822770281653,0.9782078777428103,,,1.0,14,12,0.7394296034345207,1,1
block_cv,level_change,NOR_15Y,NOR,15Y,Block_COVID,COVID,train,ebacf7a9f85e,108,v5,2026-06-29T13:50:06.114333+00:00,per_security,False,126,3895,0.6184852374839538,1.0,0.12060444014464955,0.11350008529175085,0.12948197723748395,0.2622363226274194,0.12342947093262702,3.173598699979897,0.0007528085048255084,2.6291591160578096,0.004296638693811948,14.43014664038744,0.0,3.839486117046849e-50,31,12,0.7359539971367663,727,3
